Index,Author,Title,Keyword,DOI,Venue,Year,CommunityOfFocus-BVI,CommunityOfFocus-DHH,CommunityOfFocus-IDD,CommunityOfFocus-MotorPhysical,CommunityOfFocus-Autism,CommunityOfFocus-Cognitive,CommunityOfFocus-OlderAdult,CommunityOfFocus-GeneralDisability,CommunityOfFocus-Other,IssueAddressed-IncreaseDigitalAccess,IssueAddressed-IncreasePhysicalAccess,IssueAddressed-IncreaseIndependence,IssueAddressed-IncreaseUnderstandingOfUsers,IssueAddressed-HelpWithPersonalInformaticsBehaviorChange,IssueAddressed-SupportCommunication,IssueAddressed-Other,ContributionType-Empirical,ContributionType-Artifact,ContributionType-Methodological,ContributionType-Theoretical,ContributionType-Dataset,ContributionType-SurveyContribution,StudyMethod-ControlledExperiment,StudyMethod-SurveyMethod,StudyMethod-UsabilityTesting,StudyMethod-Interviews,StudyMethod-CaseStudy,StudyMethod-FocusGroups,StudyMethod-FieldStudy,StudyMethod-WorkshopDesign,StudyMethod-Other,ParticipantGroup-OlderAdult,ParticipantGroup-PeopleWithDisability,ParticipantGroup-PeopleWithoutDisability,ParticipantGroup-TherapistsSpecialists,ParticipantGroup-Caregivers,ParticipantGroup-Other,ParticipantGroup-Other-Notes,ParticipantGroup-Other-Crowdworker,ParticipantGroup-NoUserStudy,StudyLocation-NearAtLab,StudyLocation-ParticipantsHomeOrFreqLoc,StudyLocation-NeutralLocation,StudyLocation-Unclear,StudyLocation-OnlineRemotely,StudyLocation-Other,StudyLocation-NoUserStudy,ParticipatoryDesign-Yes,ParticipatoryDesign-No,ComparesOnDisability-Yes,ComparesOnDisability-No,UsesProxies-Yes,UsesProxies-No,Total num Participants,NumParticipants-Group1-Count,NumParticipants-Group1-Population,NumParticipants-Group2-Count,NumParticipants-Group2-Population,NumParticipants-Group3-Count,NumParticipants-Group3-Population,NumParticipants-Group4-Count,NumParticipants-Group4-Population,NumParticipants-Group5-Count,NumParticipants-Group5-Population
395,"Boyd Anderson, Shenggao Zhu, Ke Yang, Jian Wang, Hugh Anderson, Chao Xu Tay, Vincent Tan, Ye Wang",MANA Designing and Validating a User-Centered Mobility Analysis System,"Parkinson's disease, inertial measurement units, mobility analysis, user-centered design, wearable sensors",10.1145/3234695.3236340,ASSETS,2018,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,60,40,Cognitive,20,NonDisabled,0,0,0,0,0,0
396,"Maraim Alnfiai, Srinivas Sampalli",An Evaluation of SingleTapBraille Keyboard A Text Entry Method that Utilizes Braille Patterns on Touchscreen Devices,"accessibility, blindness, braille patterns, single-touch interaction, smartphone devices, tapping, gestures., text entry, touchscreens",10.1145/2982142.2982161,ASSETS,2016,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,7,7,BVI,0,0,0,0,0,0,0,0
397,"Kristen Shinohara, Cynthia Bennett, Jacob Wobbrock",How Designing for People With and Without Disabilities Shapes Student Design Thinking  ,"accessibility, assistive technology, design, design thinking",10.1145/2982142.2982158,ASSETS,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,53,42,NonDisabled,11,Other-Disabled,0,0,0,0,0,0
398,"Sushant Kafle, Peter Yeung, Matt Huenerfauth",Evaluating the Benefit of Highlighting Key Words in Captions for People who are Deaf or Hard of Hearing  ,"caption highlighting, captioning system, deaf and hard of hearing, feedback, text highlighting, user study",10.1145/3308561.3353781,ASSETS,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,42,42,DHH,0,0,0,0,0,0,0,0
399,"Maia Naftali, Leah Findlater",Accessibility in context understanding the truly mobile experience of smartphone users with motor impairments,"accessibility, assistive devices, case study., contextual interviews, mobile, smartphones",10.1145/2661334.2661372,ASSETS,2014,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,20,20,Motor/Physical,0,0,0,0,0,0,0,0
400,Erin Buehler and Stacy Branham and Abdullah Ali and Jeremy J. Chang and Megan Kelly Hofmann and Amy Hurst and Shaun K. Kane,Sharing is Caring Assistive Technology Designs on Thingiverse,"3d printing, assistive technology, design, disability, open-source, personal-scale fabrication, prototyping",10.1145/2702123.2702525,CHI,2015,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,designers,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,70,70,Other,0,0,0,0,0,0,0,0
401,"Gazihan Alankus, Rachel Proffitt, Caitlin Kelleher, Jack Engsberg",Stroke therapy through motion-based games a case study,"case study, stroke rehabilitation, video games",10.1145/1878803.1878842,ASSETS,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,Motor/Physical,0,0,0,0,0,0,0,0
402,"Patrick Carrington, Gierad Laput, Jeffrey Bigham",Exploring the Data Tracking and Sharing Preferences of Wheelchair Athletes  ,"activity recognition, wheelchair, wheelchair basketball",10.1145/3234695.3236353,ASSETS,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,15,15,Motor/Physical,0,0,0,0,0,0,0,0
403,Suzanne Prior and Annalu Waller and Rolf Black and Thilo Kroll,Use of an agile bridge in the development of assistive technology  ,"agile methodology, assistive technology, severe speech and physical impairments, user centred design",10.1145/2470654.2466210,CHI,2013,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,4,Cognitive,0,0,0,0,0,0,0,0
404,Sen H. Hirano and Michael T. Yeganyan and Gabriela Marcu and David H. Nguyen and Lou Anne Boyd and Gillian R. Hayes,vSked evaluation of a system to support classroom activities for children with autism,"assistive technology, autism, education, visual supports",10.1145/1753326.1753569,CHI,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,9,9,Autism,unclear,Teachers,unclear,Specialists,unclear,Therapists,unclear,Caregivers
405,"Manaswi Saha, Alexander Fiannaca, Melanie Kneisel, Edward Cutrell, Meredith Morris",Closing the Gap Designing for the Last-Few-Meters Wayfinding Problem for People with Visual Impairments,"accessibility, blindness, landmarks, wayfinding",10.1145/3308561.3353776,ASSETS,2019,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,35,35,BVI,0,0,0,0,0,0,0,0
406,"João Guerreiro, Dragan Ahmetovic, Kris Kitani, Chieko Asakawa",Virtual Navigation for Blind People Building Sequential Representations of the Real-World,"assistive technology, blind navigation, cognitive mapping, orientation and mobility, virtual navigation",10.1145/3132525.3132545,ASSETS,2017,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,14,14,BVI,0,0,0,0,0,0,0,0
407,Giles Hamilton-Fletcher and Marianna Obrist and Phil Watten and Michele Mengucci and Jamie Ward,"""I Always Wanted to See the Night Sky"" Blind User Preferences for Sensory Substitution Devices","SSD, blind, colour, depth, design, experience, hearing, sensory substitution, sound, vision, visually impaired",10.1145/2858036.2858241,CHI,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,10,10,BVI,0,0,0,0,0,0,0,0
408,"Bindita Chaudhuri, Leah Perlmutter, Justin Petelka, Philip Garrison, James Fogarty, Jacob Wobbrock, Richard Ladner",GestureCalc An Eyes-Free Calculator for Touch Screens,"digital calculator, eyes-free entry, gesture input, mobile devices, touch screen",10.1145/3308561.3353783,ASSETS,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,8,8,BVI,0,0,0,0,0,0,0,0
409,Ronny Andrade and Melissa J. Rogerson and Jenny Waycott and Steven Baker and Frank Vetere,Playing Blind Revealing the World of Gamers with Visual Impairment,"audiogames, digital games, empowerment, visual impairment",10.1145/3290605.3300346,CHI,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,17,17,BVI,0,0,0,0,0,0,0,0
410,"John McGowan, Grégory Leplâtre, Iain McGregor",CymaSense A Novel Audio-Visual Therapeutic Tool for People on the Autism Spectrum,"assistive technologies, autism spectrum condition (asc), cymatics, interactive audio-visual, multi-sensory environments, music therapy",10.1145/3132525.3132539,ASSETS,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,8,8,Autism,0,0,0,0,0,0,0,0
411,"Hernisa Kacorri, Sergio Mascetti, Andrea Gerino, Dragan Ahmetovic, Hironobu Takagi, Chieko Asakawa",Supporting Orientation of People with Visual Impairment Analysis of Large Scale Usage Data,"interaction stream analysis, outdoor navigation, user behavior models, visual impairment",10.1145/2982142.2982178,ASSETS,2016,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4055,1025,BVI,3030,NonDisabled,0,0,0,0,0,0
412,"Hugo Nicolau, Kyle Montague, Tiago Guerreiro, André Rodrigues, Vicki Hanson","Typing Performance of Blind Users An Analysis of Touch Behaviors, Learning Effect, and In-Situ Usage","behavior, blind, input, novice, performance, text-entry, touch",10.1145/2700648.2809861,ASSETS,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,5,5,BVI,0,0,0,0,0,0,0,0
413,Brian A. Smith and Shree K. Nayar,The RAD Making Racing Games Equivalently Accessible to People Who Are Blind,"accessibility, accessible games, audio games, sonification",10.1145/3173574.3174090,CHI,2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,15,3,BVI,12,NonDisabled,0,0,0,0,0,0
414,Shiri Azenkot and Sanjana Prasain and Alan Borning and Emily Fortuna and Richard E. Ladner and Jacob O. Wobbrock,Enhancing independence and safety for blind and deaf-blind public transit riders  ,"accessibility, autonomy, blind, deaf-blind, public transit usability, safety, value sensitive design",10.1145/1978942.1979424,CHI,2011,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,13,6,BVI,7,Other-Disabled,0,0,0,0,0,0
415,"Jinghui Cheng, Cynthia Putnam, Doris Rusch",Towards Efficacy-Centered Game Design Patterns For Brain Injury Rehabilitation A Data-Driven Approach,"brain injury, game design, game design patterns, gaming therapy",10.1145/2700648.2809856,ASSETS,2015,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"566 therapy cases, all disabled it seems",0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,595,29,Therapists,566,Other-Disabled,0,0,0,0,0,0
416,Hui Zheng and Vivian Genaro Motti,Assisting Students with Intellectual and Developmental Disabilities in Inclusive Education with Smartwatches  ,"assistive technologies, intellectual and developmental disabilities(idds), mobile, smartwatches, wearables",10.1145/3173574.3173924,CHI,2018,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,58,21,IDD,37,Teachers,0,0,0,0,0,0
417,Anthony Hornof and Haley Whitman and Marah Sutherland and Samuel Gerendasy and Joanna McGrenere,"Designing for the ""Universe of One"" Personalized Interactive Media Systems for People with the Severe Cognitive Impairment Associated with Rett Syndrome","assistive technology, intellectual disability, participatory design, rett syndrome, severe cognitive impairment, user observation studies, user training, user-centered design",10.1145/3025453.3025904,CHI,2017,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,5,5,Cognitive,unclear,Caregivers,0,0,0,0,0,0
418,Sandra Bardot and Marcos Serrano and Bernard Oriola and Christophe Jouffrais,Identifying how Visually Impaired People Explore Raised-line Diagrams to Improve the Design of Touch Interfaces  ,"bimanual exploration, blind, finger tracking, raised-line diagram, tactile drawings, tactile exploration, tactile maps",10.1145/3025453.3025582,CHI,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,12,6,BVI,6,NonDisabled,0,0,0,0,0,0
419,Alisha Pradhan and Kanika Mehta and Leah Findlater,"""Accessibility Came by Accident"" Use of Voice-Controlled Intelligent Personal Assistants by People with Disabilities","accessibility, conversational interfaces, disability, intelligent personal assistants, speech",10.1145/3173574.3174033,CHI,2018,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,16,16,BVI,0,0,0,0,0,0,0,0
420,"Kristin Williams, Karyn Moffatt, Jonggi Hong, Yasmeen Faroqi-Shah, Leah Findlater",The Cost of Turning Heads A Comparison of a Head-Worn Display to a Smartphone for Supporting Persons with Aphasia in Conversation,"aac, accessibility., aphasia, conversational support, head-worn display, wearable computing",10.1145/2982142.2982165,ASSETS,2016,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,20,20,Cognitive,0,0,0,0,0,0,0,0
421,Emma Frid and Hans Lindetorp and Kjetil Falkenberg Hansen and Ludvig Elblaus and Roberto Bresin,Sound Forest Evaluation of an Accessible Multisensory Music Installation,"accessible digital musical instruments, evaluation of music systems, haptic feedback, music installations, music production",10.1145/3290605.3300907,CHI,2019,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,19,3,General DA,16,NonDisabled,0,0,0,0,0,0
422,"Danielle Bragg, Oscar Koller, Mary Bellard, Larwan Berke, Patrick Boudreault, Annelies Braffort, Naomi Caselli, Matt Huenerfauth, Hernisa Kacorri, Tessa Verhoef, Christian Vogler, Meredith Ringel Morris","Sign Language Recognition, Generation, and Translation An Interdisciplinary Perspective","and generation, asl, recognition, sign language, translation",10.1145/3308561.3353774,ASSETS,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,84,29,NonDisabled,10,DHH,6,Caregivers,39,Specialists,0,0
423,"Ha Trinh, Annalu Waller, Keith Vertanen, Per Ola Kristensson, Vicki Hanson",iSCAN a phoneme-based predictive communication aid for nonspeaking individuals,"augmentative and alternative communication, phoneme prediction, phoneme-based communication, word prediction",10.1145/2384916.2384927,ASSETS,2012,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,17,16,NonDisabled,1,Other-Disabled,0,0,0,0,0,0
424,"Nikola Banovic, Rachel Franz, Khai Truong, Jennifer Mankoff, Anind Dey",Uncovering information needs for independent spatial learning for users who are visually impaired  ,"assistive technology, navigation, orientation & mobility, spatial learning, visually impaired, wayfinding",10.1145/2513383.2513445,ASSETS,2013,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,17,17,BVI,0,0,0,0,0,0,0,0
425,"Oliver Alonzo, Abraham Glasser, Matt Huenerfauth",Effect of Automatic Sign Recognition Performance on the Usability of Video-Based Search Interfaces for Sign Language Dictionaries  ,"american sign language (asl), dictionary, search",10.1145/3308561.3353791,ASSETS,2019,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,signers,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,26,26,Other-Signers,0,0,0,0,0,0,0,0
426,"André Rodrigues, Kyle Montague, Hugo Nicolau, João Guerreiro, Tiago Guerreiro",In-context Q&A to Support Blind People Using Smartphones  ,"assistance, blind, human computation, smartphone",10.1145/3132525.3132555,ASSETS,2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,48,48,BVI,0,0,0,0,0,0,0,0
427,Emilie Giles and Janet van der Linden and Marian Petre,Weaving Lighthouses and Stitching Stories Blind and Visually Impaired People Designing E-textiles,"crafting, creativity, e-textiles, participatory making, story-telling, touch-based interaction, visual impairment",10.1145/3173574.3174044,CHI,2018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,13,13,BVI,0,0,0,0,0,0,0,0
428,"Shaun Kane, Barbara Linam-Church, Kyle Althoff, Denise McCall",What we talk about designing a context-aware communication tool for people with aphasia,"accessibility, aphasia, augmented and alternative communication, context-aware computing, participatory design",10.1145/2384916.2384926,ASSETS,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,5,5,Cognitive,0,0,0,0,0,0,0,0
429,"Erin Brady, Jeffrey Bigham",How companies engage customers around accessibility on social media  ,"accessibility, corporations, social media, twitter",10.1145/2661334.2661355,ASSETS,2014,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
430,Da-jung Kim and Youn-kyung Lim,Handscope enabling blind people to experience statistical graphics on websites through haptics,"blind users, haptic, statistical graphics, web accessibility",10.1145/1978942.1979237,CHI,2011,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,10,10,BVI,0,0,0,0,0,0,0,0
431,"Kotaro Hara, Jeffrey Bigham",Introducing People with ASD to Crowd Work  ,"autism spectrum disorder, crowdsourcing",10.1145/3132525.3132544,ASSETS,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,3,Autism,0,0,0,0,0,0,0,0
432,Kristen Shinohara and Jacob O. Wobbrock,In the shadow of misperception assistive technology use and social interactions,"accessibility, assistive devices, interface design, product design, social interactions, stigma",10.1145/1978942.1979044,CHI,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,20,20,General DA,0,0,0,0,0,0,0,0
433,Anne Marie Piper and Ross Campbell and James D. Hollan,Exploring the accessibility and appeal of surface computing for older adult health care support  ,"health care, multitouch, older adults, surface computing",10.1145/1753326.1753461,CHI,2010,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,20,20,Older Adult NonDisabled,0,0,0,0,0,0,0,0
434,Jonathan Waddington and Conor Linehan and Kathrin Gerling and Kieran Hicks and Timothy L. Hodgson,Participatory Design of Therapeutic Video Games for Young People with Neurological Vision Impairment  ,"games, rehabilitation, therapy, vision, young people",10.1145/2702123.2702261,CHI,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,4,BVI,unclear,Specialists,unclear,Caregivers,0,0,0,0
435,Kristin Williams and Karyn Moffatt and Denise McCall and Leah Findlater,Designing Conversation Cues on a Head-Worn Display to Support Persons with Aphasia  ,"accessibility, aphasia, conversational support, head-worn display, wearable computing",10.1145/2702123.2702484,CHI,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,22,22,Cognitive,0,0,0,0,0,0,0,0
436,"Denise Prescher, Gerhard Weber, Martin Spindler",A tactile windowing system for blind users  ,"blind user, braille, gesture interaction, planar tactile display, screen reader, tactile graphics",10.1145/1878803.1878821,ASSETS,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,8,8,BVI,0,0,0,0,0,0,0,0
437,Catherine M. Baker and Lauren R. Milne and Richard E. Ladner,Understanding the Impact of TVIs on Technology Use and Selection by Children with Visual Impairments  ,"assistive technology, children with visual impairments, teachers of the visually impaired",10.1145/3290605.3300654,CHI,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,6,6,Teachers,0,0,0,0,0,0,0,0
438,"Sushant Kafle, Matt Huenerfauth",Evaluating the Usability of Automatically Generated Captions for People who are Deaf or Hard of Hearing  ,"accessibility for people who are deaf or hard-of-hearing, automatic speech recognition, caption usability evaluation, real-time captioning system",10.1145/3132525.3132542,ASSETS,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,30,30,DHH,0,0,0,0,0,0,0,0
439,"Daisuke Sato, Uran Oh, Kakuya Naito, Hironobu Takagi, Kris Kitani, Chieko Asakawa",NavCog3 An Evaluation of a Smartphone-Based Blind Indoor Navigation Assistant with Semantic Features in a Large-Scale Environment,"indoor navigation, points of interest, user evaluation, visual impairments, voice- based interaction",10.1145/3132525.3132535,ASSETS,2017,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,53,53,BVI,0,0,0,0,0,0,0,0
440,Venkatesh Potluri and Priyan Vaithilingam and Suresh Iyengar and Y. Vidya and Manohar Swaminathan and Gopal Srinivasa,CodeTalk Improving Programming Environment Accessibility for Visually Impaired Developers,"accessibility, audio debugging, programming environments, visually impaired",10.1145/3173574.3174192,CHI,2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,26,26,BVI,0,0,0,0,0,0,0,0
441,Stacy M. Branham and Shaun K. Kane,Collaborative Accessibility How Blind and Sighted Companions Co-Create Accessible Home Spaces,"accessibility, blindness, collaboration, home, interpersonal relationships, vision impairment",10.1145/2702123.2702511,CHI,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,20,10,BVI,10,NonDisabled,0,0,0,0,0,0
442,"P. Seymour, Justin Matejka, Geoff Foulds, Ihor Petelycky, Fraser Anderson",AMI An Adaptable Music Interface to Support the Varying Needs of People with Dementia,"accessibility, dementia, music and audio, personalization, tangible input",10.1145/3132525.3132557,ASSETS,2017,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,10,10,Cognitive,0,0,0,0,0,0,0,0
443,"Julian Brinkley, Brianna Posadas, Julia Woodward, Juan Gilbert",Opinions and Preferences of Blind and Low Vision Consumers Regarding Self-Driving Vehicles Results of Focus Group Discussions,"advanced driver assistance systems, blindness, low vision, accessibility, self-driving vehicles",10.1145/3132525.3132532,ASSETS,2017,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,38,38,BVI,0,0,0,0,0,0,0,0
